File,Satisfiable_i15,Time (s)_i15,Satisfiable_i16,Time (s)_i16,Satisfiable_output_standard,Time (s)_output_standard,Satisfiable_i14,Time (s)_i14,Satisfiable_i17,Time (s)_i17,Satisfiable_i13,Time (s)_i13,Selection
7fb202a51c0223f3119887a57086ca4d-x9-09051.sat.sanitized.out,UNSATISFIABLE,55.83,UNSATISFIABLE,39.2,UNSATISFIABLE,56.92,UNSATISFIABLE,54.58,UNSATISFIABLE,47.16,UNSATISFIABLE,51.53,Selected
7fca438c38e5b7a70e38778ec146cfe0-ctl_4291_567_2_unsat-sc2013.out,UNSATISFIABLE,1924.42,UNSATISFIABLE,1271.55,UNSATISFIABLE,2052.91,UNSATISFIABLE,2090.53,UNSATISFIABLE,1452.21,UNSATISFIABLE,1558.8,Selected
812926407774771b3bd9885f7bfa4841-lru_9.sanitized.out,SATISFIABLE,77.53,SATISFIABLE,75.86,SATISFIABLE,78.53,SATISFIABLE,77.23,SATISFIABLE,59.94,SATISFIABLE,70.77,Selected
82d9e8d2cfea101dfe52c8359b7bb163-af-synthesis_stb_50_40_2_unsat.out,UNSATISFIABLE,484.67,UNSATISFIABLE,588.17,UNSATISFIABLE,499.16,UNSATISFIABLE,435.77,UNSATISFIABLE,330.84,UNSATISFIABLE,436.12,Selected
83b330c934d6dd35d56e1b1ca3638b3c-j3037_1_mdd_b.out,SATISFIABLE,38.4,SATISFIABLE,12.37,SATISFIABLE,60.24,SATISFIABLE,72.91,SATISFIABLE,207.05,SATISFIABLE,191.49,Selected
83dc8f675657b3e6d148ef5cf897fb82-openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.out,UNSATISFIABLE,2415.27,UNKNOWN,3583.91,UNSATISFIABLE,2588.7,UNSATISFIABLE,2595.72,UNSATISFIABLE,2555.76,UNSATISFIABLE,2009.82,Selected
84c6d7e4a18aacf166105aaa3cd6e3de-128_100.sanitized.out,SATISFIABLE,349.1,SATISFIABLE,346.51,SATISFIABLE,348.81,SATISFIABLE,347.96,SATISFIABLE,322.94,SATISFIABLE,321.56,Selected
8530c911b75ab1b276042043d118a875-constraints_16_0.4_1.sanitized.out,UNSATISFIABLE,114.92,UNSATISFIABLE,73.92,UNSATISFIABLE,125.64,UNSATISFIABLE,114.38,UNSATISFIABLE,87.74,UNSATISFIABLE,96.68,Selected
8704094951693f99fd21403a039c8131-mchess_16.out,UNSATISFIABLE,656.69,UNSATISFIABLE,615.61,UNSATISFIABLE,662.26,UNSATISFIABLE,642.99,UNSATISFIABLE,504.69,UNSATISFIABLE,543.45,Selected
878bcc11e1e243680f7946bcf428f465-linked_list_swap_contents_safety_unwind45.out,UNSATISFIABLE,95.76,UNSATISFIABLE,80.87,UNSATISFIABLE,90.97,UNSATISFIABLE,90.26,UNSATISFIABLE,78.34,UNSATISFIABLE,83.86,Selected
88d151d4e3c6ba9bd78454de141cd108-T105.2.0.out,UNSATISFIABLE,560.25,UNSATISFIABLE,677.6,UNSATISFIABLE,495.73,UNSATISFIABLE,480.12,UNSATISFIABLE,657.68,UNSATISFIABLE,496.66,Selected
88e89266e58f1f125ebc4e0f66e2c060-32_200.sanitized.out,SATISFIABLE,157.24,SATISFIABLE,157.6,SATISFIABLE,160.07,SATISFIABLE,157.53,SATISFIABLE,147.87,SATISFIABLE,146.69,Selected
8942dca5dc0876fc3f723f738d72de1c-circuit_32in32out_with_64gates_8in6out_dist128_seed2.sanitized.out,SATISFIABLE,2841.03,SATISFIABLE,121.95,SATISFIABLE,869.34,SATISFIABLE,3030.32,SATISFIABLE,2931.16,SATISFIABLE,2270.1,Selected
897acc1858ce0887f286aba5c0d56d71-Nb13T165.out,UNKNOWN,3580.31,UNKNOWN,3581.09,UNKNOWN,3579.38,UNKNOWN,3578.06,UNKNOWN,3583.06,UNKNOWN,3581.6,Not Selected
8b18bb75459a4161633ba2a3c8ee183e-x9-11062.sat.sanitized.out,SATISFIABLE,197.78,SATISFIABLE,33.53,SATISFIABLE,238.55,SATISFIABLE,232.68,SATISFIABLE,72.7,SATISFIABLE,181.54,Selected
8b31606e10656ff7eb2936262b647443-stable-300-0.1-20-98765432130020.out,SATISFIABLE,91.32,SATISFIABLE,85.01,SATISFIABLE,117.65,SATISFIABLE,114.17,SATISFIABLE,63.78,SATISFIABLE,26.85,Selected
8b91c5bf4dfd87ffb46c5ef88a3ef1cd-lec_mult_DvW_12x11.sanitized.out,UNKNOWN,3583.43,UNKNOWN,3583.94,UNKNOWN,3582.5,UNKNOWN,3581.68,UNSATISFIABLE,3516.29,UNSATISFIABLE,3410.38,Selected
8bf63d50ebdb645b75a24370b8f94d31-sokoban-p20.sas.cr.25.out,UNKNOWN,3582.9,UNKNOWN,3583.39,UNKNOWN,3581.04,UNKNOWN,3580.49,UNSATISFIABLE,3479.4,UNKNOWN,3583.0,Selected
8d2dfc50c1759dc11a6564d5c368c6df-FmlaImplyChain_3_7_8.sanitized.out,UNKNOWN,3583.63,UNKNOWN,3585.52,UNKNOWN,3581.83,UNKNOWN,3577.64,UNKNOWN,3585.92,UNKNOWN,3583.21,Not Selected
8d4b50ec0cf99097e9ab0835937afee5-hwmcc17miters-xits-iso-6s281b35.sanitized.out,UNSATISFIABLE,11.28,UNSATISFIABLE,10.72,UNSATISFIABLE,10.84,UNSATISFIABLE,10.54,UNSATISFIABLE,10.08,UNSATISFIABLE,9.93,Selected
8e720686372c5037f30b4fc7b1c71d48-constraints_17_0.4_1.sanitized.out,SATISFIABLE,13.2,SATISFIABLE,39.98,SATISFIABLE,23.2,SATISFIABLE,14.07,SATISFIABLE,23.06,SATISFIABLE,12.34,Selected
8ffd718f763ed7a3f691cf46e57f8d98-mdp-32-10-sat.out,SATISFIABLE,89.69,UNKNOWN,3584.01,SATISFIABLE,3377.97,SATISFIABLE,3362.85,SATISFIABLE,1860.21,SATISFIABLE,82.19,Selected
907e7dc703e16ad2c7e56a33fe3b3e5f-manol-pipe-g10bid_i.out,UNSATISFIABLE,252.64,UNSATISFIABLE,954.62,UNSATISFIABLE,326.25,UNSATISFIABLE,257.48,UNSATISFIABLE,259.16,UNSATISFIABLE,310.25,Selected
912ce8c21d8fb8abc491cb205ec23e9f-hwmcc20miters-iso-mul2.sanitized.out,UNSATISFIABLE,0.42,UNSATISFIABLE,0.41,UNSATISFIABLE,0.43,UNSATISFIABLE,0.41,UNSATISFIABLE,0.33,UNSATISFIABLE,0.38,Not Selected
915a25bd189357e4c6d7771b69a6849f-x9-09004.sat.sanitized.out,UNSATISFIABLE,72.75,UNSATISFIABLE,51.57,UNSATISFIABLE,56.68,UNSATISFIABLE,55.06,UNSATISFIABLE,42.15,UNSATISFIABLE,66.99,Selected
91e0db01b254eb78f6643328045bfeb9-sted5_0x1e3-20.out,UNKNOWN,3581.72,UNKNOWN,3582.1,UNKNOWN,3580.63,UNKNOWN,3579.81,UNKNOWN,3579.84,UNKNOWN,3582.03,Not Selected
9276ce38c625b2d00de247f8588f1542-combined-crypto1-wff-seed-102-wffvars-500-cryptocplx-31-overlap-2.out,SATISFIABLE,986.22,SATISFIABLE,81.85,SATISFIABLE,18.19,SATISFIABLE,17.69,SATISFIABLE,1596.75,SATISFIABLE,1547.09,Selected
94571e8a1081385029d1ecd53ffcdf8e-af-synthesis_stb_50_200_0_unsat.out,UNSATISFIABLE,977.81,UNSATISFIABLE,975.31,UNSATISFIABLE,1018.28,UNSATISFIABLE,1128.32,UNSATISFIABLE,686.81,UNSATISFIABLE,858.09,Selected
94dd280b1562ee7dae44b303b8fed233-Break_unsat_18_31.xml.out,UNKNOWN,3581.54,UNKNOWN,3581.91,UNKNOWN,3580.15,UNKNOWN,3580.05,UNKNOWN,3583.91,UNKNOWN,3582.34,Not Selected
96a6796405061571e12d383efe27b703-WS_500_16_70_10.apx_1_DC-ST.out,UNSATISFIABLE,430.49,UNSATISFIABLE,367.73,UNSATISFIABLE,421.25,UNSATISFIABLE,412.05,UNSATISFIABLE,304.46,UNSATISFIABLE,393.17,Selected
973d699ec01b88da869233a79aaa1912-cliquecolouring_n13_k9_c8.sanitized.out,UNKNOWN,3584.09,UNKNOWN,3585.28,UNSATISFIABLE,2831.34,UNSATISFIABLE,2840.66,UNKNOWN,3582.7,UNKNOWN,3583.45,Selected
9777418f75e1dfbd7d34e9b0ba4bf0b5-grs-64-128.out,UNSATISFIABLE,1096.62,UNKNOWN,3583.37,UNSATISFIABLE,1963.33,UNSATISFIABLE,1345.39,UNSATISFIABLE,1467.79,UNSATISFIABLE,1763.14,Selected
994783ef4ed3a0366842e1b6f9128a6f-noL-11-6.sanitized.out,SATISFIABLE,416.02,SATISFIABLE,2617.57,SATISFIABLE,2121.88,SATISFIABLE,765.63,UNKNOWN,3584.34,SATISFIABLE,276.34,Selected
9a06700729bf3426beb8a62040f92960-mdp-36-12-unsat.out,UNKNOWN,3583.62,UNKNOWN,3585.21,UNKNOWN,3582.52,UNKNOWN,3581.29,UNKNOWN,3584.84,UNKNOWN,3583.84,Not Selected
9cd3acdb765c15163bc239ae3a57f880-FmlaEquivChain_4_6_6.sanitized.out,UNSATISFIABLE,54.99,UNSATISFIABLE,22.54,UNSATISFIABLE,38.47,UNSATISFIABLE,48.61,UNSATISFIABLE,40.2,UNSATISFIABLE,37.96,Selected
9d9c4fa425282759eb9e98b82fb5f56e-x9-12087.sat.sanitized.out,SATISFIABLE,461.43,SATISFIABLE,148.58,SATISFIABLE,334.04,SATISFIABLE,311.56,SATISFIABLE,992.04,SATISFIABLE,388.36,Selected
9dcbf221b8d2bb01f30bcca283f3608d-EDP3-11000.out,SATISFIABLE,134.22,SATISFIABLE,41.19,SATISFIABLE,93.03,SATISFIABLE,123.43,SATISFIABLE,350.19,SATISFIABLE,134.59,Selected
9e6c2e7b0d6f58e449716deb9305525a-circuit_32in32out_with_96gates_7in7out_dist128_seed1.sanitized.out,SATISFIABLE,1607.67,SATISFIABLE,446.02,SATISFIABLE,2084.96,SATISFIABLE,2247.07,SATISFIABLE,2459.03,SATISFIABLE,2352.04,Selected
9e749596a8de36d8ab706c96cf128455-WS_500_16_70_10.apx_2_DC-AD.out,UNSATISFIABLE,747.54,UNSATISFIABLE,599.21,UNSATISFIABLE,750.9,UNSATISFIABLE,737.97,UNSATISFIABLE,405.35,UNSATISFIABLE,702.63,Selected
9e85aad5707405fb349c6c5548040cf4-pcmax-scheduling-m35-32274-371389-SAT.sanitized.out,UNKNOWN,3582.86,UNKNOWN,3584.58,UNKNOWN,3576.0,UNKNOWN,3581.97,UNKNOWN,3584.63,UNKNOWN,3569.11,Not Selected
a08e66296d00f480e9ccadd79fa8b904-j3045_4_gmto_b.out,SATISFIABLE,849.18,SATISFIABLE,361.11,SATISFIABLE,941.68,SATISFIABLE,221.02,SATISFIABLE,883.05,SATISFIABLE,17.05,Selected
a14d9ee17051ec08a4334ba43089502c-64_200.sanitized.out,SATISFIABLE,298.27,SATISFIABLE,295.55,SATISFIABLE,300.85,SATISFIABLE,296.41,SATISFIABLE,281.51,SATISFIABLE,275.51,Selected
a38affaa741c958fc32769d5fe89b06c-frb65-12-2.used-as.sat04-874.out,SATISFIABLE,25.94,SATISFIABLE,14.69,SATISFIABLE,22.11,SATISFIABLE,61.89,SATISFIABLE,80.99,SATISFIABLE,87.83,Selected
a45a0358685867bd4f1c7f7c0b0e379c-x9-10014.sat.sanitized.out,SATISFIABLE,51.62,SATISFIABLE,31.78,SATISFIABLE,58.43,SATISFIABLE,56.68,SATISFIABLE,2.36,SATISFIABLE,46.22,Selected
a5419a63d913bde0ba5bcd8a8571342f-asconhashv12_opt64_H11_M2-tBi5i1RIgRz_m0_1_U23.c.out,UNSATISFIABLE,677.83,UNSATISFIABLE,632.24,UNSATISFIABLE,633.01,UNSATISFIABLE,645.33,UNSATISFIABLE,596.6,UNSATISFIABLE,475.55,Selected
a552a058e6376a36b1f1b2724f228364-IBM_FV_2004_rule_batch_1_31_1_SAT_dat.k40.debugged.out,UNSATISFIABLE,376.52,UNSATISFIABLE,1443.48,UNSATISFIABLE,337.3,UNSATISFIABLE,383.63,UNSATISFIABLE,347.94,UNSATISFIABLE,277.16,Selected
a58b8a5eb61d3110d9fa36a03de588d2-stb_495_168.apx_1_DC-AD.out,UNSATISFIABLE,228.88,UNSATISFIABLE,228.8,UNSATISFIABLE,294.1,UNSATISFIABLE,290.81,UNSATISFIABLE,176.24,UNSATISFIABLE,279.71,Selected
a5dc6226e4c0bebb06926efe55640995-mdp-36-10-sat.out,UNKNOWN,3584.1,UNKNOWN,3585.55,UNKNOWN,3579.14,UNKNOWN,3581.63,UNKNOWN,3584.08,UNKNOWN,3584.29,Not Selected
a5fc113e7d4899f4e4af14b87b6fd6ae-Kakuro-easy-097-ext.xml.hg_4.out,UNSATISFIABLE,2958.52,UNSATISFIABLE,2731.88,UNSATISFIABLE,3066.93,UNSATISFIABLE,2850.91,UNSATISFIABLE,2343.23,UNSATISFIABLE,2441.37,Selected
a6ed647f85f20be4aedd1e9ce31cbdcd-1-ET-256-K-55.sanitized.out,UNKNOWN,3582.64,UNKNOWN,3583.2,UNKNOWN,3578.45,UNKNOWN,3581.27,UNKNOWN,3584.84,UNKNOWN,3578.91,Not Selected
a917b02a7c31e74c8ccf8b8f001abf37-1-ZC-512-K-67.sanitized.out,UNKNOWN,3584.26,UNKNOWN,3583.56,UNKNOWN,3579.36,UNKNOWN,3582.01,UNKNOWN,3585.41,UNKNOWN,3577.99,Not Selected
a9cb77454c6cfdf4092fb304d3aae8b7-mdp-32-16-sat.out,SATISFIABLE,1117.26,SATISFIABLE,325.12,SATISFIABLE,675.23,SATISFIABLE,660.43,SATISFIABLE,1339.67,SATISFIABLE,1243.24,Selected
aa39c6d885d283a085d033ab7b89f8c8-urq45.out,UNSATISFIABLE,285.7,UNSATISFIABLE,678.7,UNSATISFIABLE,298.74,UNSATISFIABLE,361.2,UNSATISFIABLE,1003.3,UNSATISFIABLE,264.8,Selected
aa6e6f67719ca43aef922f2ebabc409a-1-ZC-1024-K-117.sanitized.out,UNKNOWN,3580.79,UNKNOWN,3582.77,UNKNOWN,3579.91,UNKNOWN,3580.82,UNKNOWN,3583.6,UNKNOWN,3583.15,Not Selected
aa9b67fd19d54ad51b93ee4ba5dc75fc-x9-10002.sat.sanitized.out,UNSATISFIABLE,353.18,UNSATISFIABLE,149.14,UNSATISFIABLE,322.24,UNSATISFIABLE,312.18,UNSATISFIABLE,299.65,UNSATISFIABLE,324.67,Selected
aaa3654cc92d80da84ecf5d18040c634-linked_list_swap_contents_safety_unwind62.out,UNSATISFIABLE,280.63,UNSATISFIABLE,106.32,UNSATISFIABLE,131.59,UNSATISFIABLE,107.21,UNSATISFIABLE,141.15,UNSATISFIABLE,113.61,Selected
aacfb8797097f698d14337d3a04f3065-barman-pfile06-022.sas.ex.7.out,UNSATISFIABLE,2.19,UNSATISFIABLE,2.25,UNSATISFIABLE,2.61,UNSATISFIABLE,2.17,UNSATISFIABLE,2.24,UNSATISFIABLE,2.02,Not Selected
ab3438b504b296fcee78ec9e71969863-mdp-36-14-sat.out,UNKNOWN,3582.9,UNKNOWN,3582.93,UNKNOWN,3582.42,UNKNOWN,3577.66,UNKNOWN,3585.03,UNKNOWN,3583.85,Not Selected
ac347c21ca0759079c0be9a758e4e924-cliquecolouring_n41_k5_c4.sanitized.out,UNKNOWN,3582.27,UNKNOWN,3584.05,UNKNOWN,3577.32,UNKNOWN,3580.78,UNKNOWN,3583.9,UNKNOWN,3582.51,Not Selected
aceab5a3452e2901e645065bda3e8847-lru_8.sanitized.out,SATISFIABLE,66.44,SATISFIABLE,64.92,SATISFIABLE,53.17,SATISFIABLE,68.14,SATISFIABLE,62.8,SATISFIABLE,59.63,Selected
ad4e151d80c7012d88dd79bcfceaade5-x9-08075.sat.sanitized.out,UNSATISFIABLE,21.81,UNSATISFIABLE,15.47,UNSATISFIABLE,25.09,UNSATISFIABLE,24.28,UNSATISFIABLE,17.68,UNSATISFIABLE,20.25,Selected
adf6dacdd64c93f9de1aa0eadf427faa-circuit_48in64out_with_800gates_4in4out_dist128_seed1.sanitized.out,SATISFIABLE,44.43,SATISFIABLE,60.26,SATISFIABLE,40.05,SATISFIABLE,29.62,SATISFIABLE,31.06,SATISFIABLE,27.84,Selected
ae9522ea003ea9f75891b2d37a5e264b-srhd-sgi-m37-q446.25-n35-p30-s33692332.out,SATISFIABLE,0.02,SATISFIABLE,0.02,SATISFIABLE,0.02,SATISFIABLE,0.02,SATISFIABLE,0.02,SATISFIABLE,0.02,Not Selected
af05a6b68a1cff165b684d9ff0ae3b3b-x9-12098.sat.sanitized.out,SATISFIABLE,194.93,SATISFIABLE,30.55,SATISFIABLE,756.84,SATISFIABLE,1001.98,SATISFIABLE,218.27,SATISFIABLE,179.31,Selected
af750c18578d52e60472315692ad83c0-si2-b03m-m800-03.out,SATISFIABLE,6.73,SATISFIABLE,9.07,SATISFIABLE,7.5,SATISFIABLE,5.99,SATISFIABLE,6.84,SATISFIABLE,6.9,Not Selected
b087c195e5b7bb191d3a701aa0aa8cf1-Break_unsat_14_23.xml.out,UNKNOWN,3580.16,UNKNOWN,3582.42,UNKNOWN,3577.38,UNKNOWN,3579.71,UNKNOWN,3576.93,UNKNOWN,3583.29,Not Selected
b11374f7fe60b9a63fbfde24b1a0a439-stb_418_125.apx_2_DC-AD.out,UNSATISFIABLE,1558.48,UNSATISFIABLE,1037.96,UNSATISFIABLE,1708.15,UNSATISFIABLE,1681.71,UNSATISFIABLE,999.01,UNSATISFIABLE,1432.75,Selected
b172b4c218f1e44e205575d2b51e82c4-Schur_161_5_d38.out,UNKNOWN,3582.14,UNKNOWN,3584.64,UNKNOWN,3578.13,UNKNOWN,3577.06,UNKNOWN,3584.31,UNKNOWN,3583.36,Not Selected
b3167d999edd81291f33636464f2f8e6-Folkman-190-104806020.sanitized.out,SATISFIABLE,660.14,SATISFIABLE,399.74,SATISFIABLE,941.11,SATISFIABLE,463.42,SATISFIABLE,418.0,SATISFIABLE,314.66,Selected
b3c587501567db72e6e66c6930cf15ed-StConn_7_128.sanitized.out,UNKNOWN,3583.62,UNKNOWN,3586.04,UNKNOWN,3578.86,UNKNOWN,3580.33,UNSATISFIABLE,3380.97,UNKNOWN,3581.18,Selected
b3f53d4c67b234d27e21f5e56bfd39e8-StConn_8_32.sanitized.out,UNSATISFIABLE,750.13,UNSATISFIABLE,3342.03,UNSATISFIABLE,391.15,UNSATISFIABLE,824.43,UNSATISFIABLE,558.44,UNSATISFIABLE,543.54,Selected
b44ea915362c3a140269003d45b1d053-x9-11034.sat.sanitized.out,SATISFIABLE,190.25,SATISFIABLE,67.17,SATISFIABLE,16.24,SATISFIABLE,19.27,SATISFIABLE,257.03,SATISFIABLE,174.42,Selected
b4b41b2ff14427e5715cb9bee06d4602-constraints_17_0.3_2.sanitized.out,UNSATISFIABLE,82.33,UNSATISFIABLE,86.8,UNSATISFIABLE,48.64,UNSATISFIABLE,75.41,UNSATISFIABLE,51.55,UNSATISFIABLE,56.62,Selected
b5028686db9bd1073fa09cbd8c805f47-spg_200_316.out,UNSATISFIABLE,2286.41,UNSATISFIABLE,829.07,UNSATISFIABLE,2722.17,UNSATISFIABLE,836.09,UNSATISFIABLE,2309.21,UNSATISFIABLE,2349.01,Selected
b68ae7866df5e852c3acb97a46da2faf-circuit_48in64out_with_1000gates_4in4out_dist128_seed4.sanitized.out,SATISFIABLE,132.36,SATISFIABLE,213.23,SATISFIABLE,162.03,SATISFIABLE,72.72,SATISFIABLE,174.17,SATISFIABLE,144.49,Selected
b7273af3d468ea2595f11a6dbd6ef6ce-x9-10007.sat.sanitized.out,UNSATISFIABLE,245.12,UNSATISFIABLE,141.61,UNSATISFIABLE,237.18,UNSATISFIABLE,231.95,UNSATISFIABLE,157.87,UNSATISFIABLE,224.74,Selected
b76fa2f50a42120ec54fa98c29113326-lec_mult_DvK_12x12.sanitized.out,UNKNOWN,3584.72,UNKNOWN,3584.14,UNKNOWN,3578.32,UNKNOWN,3582.76,UNKNOWN,3583.22,UNKNOWN,3585.22,Not Selected
b8c7c777e76995e5bf7b517f2db234ba-noL-11-16.sanitized.out,SATISFIABLE,40.0,SATISFIABLE,23.52,SATISFIABLE,130.89,SATISFIABLE,165.57,SATISFIABLE,23.0,SATISFIABLE,32.92,Selected
b8f5fc2425facb3aec52a665f32a500c-asconhashv12_opt64_H6_M2-PgbpwX_m0_4_U1.c.out,UNSATISFIABLE,255.21,UNSATISFIABLE,205.07,UNSATISFIABLE,235.55,UNSATISFIABLE,244.09,UNSATISFIABLE,208.34,UNSATISFIABLE,158.18,Selected
bb591c6447fb6b4180f6d288eb2ff62a-lec_mult_DvW_11x10.sanitized.out,UNSATISFIABLE,627.27,UNSATISFIABLE,449.89,UNSATISFIABLE,592.39,UNSATISFIABLE,576.16,UNSATISFIABLE,433.94,UNSATISFIABLE,570.52,Selected
bbfe2b27182d2ee7fefdb557f458ac9c-cliquecolouring_n21_k6_c5.sanitized.out,UNKNOWN,3582.53,UNKNOWN,3583.63,UNKNOWN,3581.39,UNKNOWN,3579.68,UNKNOWN,3581.78,UNKNOWN,3580.66,Not Selected
bbfed8974655bca520259deb10d2347b-x9-09054.sat.sanitized.out,SATISFIABLE,38.26,SATISFIABLE,41.54,SATISFIABLE,39.13,SATISFIABLE,38.09,SATISFIABLE,14.04,SATISFIABLE,35.35,Selected
bd12a2b66110451b050bd5d2943b1854-ITC2021_Early_10.xml.out,UNKNOWN,3582.14,UNKNOWN,3581.1,UNKNOWN,3577.22,UNKNOWN,3578.31,UNKNOWN,3585.82,UNKNOWN,3583.11,Not Selected
bd19da88800086971e554e9d66bc641d-stb_588_138.apx_1_DC-ST.out,UNSATISFIABLE,279.4,UNSATISFIABLE,199.3,UNSATISFIABLE,284.29,UNSATISFIABLE,278.09,UNSATISFIABLE,217.67,UNSATISFIABLE,256.19,Selected
bd8bc25be2b36c64b38459c17e815814-pcmax-scheduling-m11-1517-6802-UNSAT.sanitized.out,UNSATISFIABLE,83.74,UNSATISFIABLE,51.85,UNSATISFIABLE,61.71,UNSATISFIABLE,59.81,UNSATISFIABLE,56.81,UNSATISFIABLE,76.28,Selected
bdcdb52d16f87ea20f091ca4b0b6a36f-lec_mult_CvK_11x10.sanitized.out,UNSATISFIABLE,742.21,UNSATISFIABLE,474.36,UNSATISFIABLE,729.62,UNSATISFIABLE,706.81,UNSATISFIABLE,594.01,UNSATISFIABLE,680.17,Selected
be18894105e006399cc018abc14b204f-af-synthesis_stb_50_40_9_sat.out,SATISFIABLE,540.41,SATISFIABLE,1021.13,SATISFIABLE,1211.19,SATISFIABLE,1151.82,SATISFIABLE,1037.1,SATISFIABLE,133.29,Selected
be6411f4784a3c879886dda807cdc607-j3037_10_mdd_b.out,SATISFIABLE,5.09,SATISFIABLE,88.08,SATISFIABLE,24.91,SATISFIABLE,99.42,SATISFIABLE,17.33,SATISFIABLE,19.57,Selected
bfadd34e71516e95d0ba2a3a8fb2ba03-pcmax-scheduling-m19-10199-62102-UNSAT.sanitized.out,UNKNOWN,3582.61,UNKNOWN,3582.89,UNKNOWN,3582.35,UNKNOWN,3579.55,UNKNOWN,3584.58,UNKNOWN,3582.87,Not Selected
c0293283432a9b15cd743702163f5184-mp1-Nb7T42.out,SATISFIABLE,2278.35,UNKNOWN,3580.87,UNKNOWN,3580.91,UNKNOWN,3578.95,UNKNOWN,3580.38,UNKNOWN,3582.85,Selected
c03f7f84f6ac9e523c17e391c3895183-linked_list_swap_contents_safety_unwind68.out,UNSATISFIABLE,302.63,UNSATISFIABLE,143.84,UNSATISFIABLE,119.1,UNSATISFIABLE,256.06,UNSATISFIABLE,91.33,UNSATISFIABLE,94.41,Selected
c0e6e6eeebd48ca600cfc7d662fa804c-x9-10093.sat.sanitized.out,UNSATISFIABLE,158.86,UNSATISFIABLE,157.9,UNSATISFIABLE,191.14,UNSATISFIABLE,186.21,UNSATISFIABLE,153.45,UNSATISFIABLE,188.11,Selected
c214f1eb2576af00e3fb09f7d0305764-64_150.sanitized.out,SATISFIABLE,225.81,SATISFIABLE,219.87,SATISFIABLE,224.63,SATISFIABLE,223.07,SATISFIABLE,208.47,SATISFIABLE,206.26,Selected
c21cea390a50204944aa00babd56b53c-linked_list_swap_contents_safety_unwind70.out,UNSATISFIABLE,369.54,UNSATISFIABLE,172.37,UNSATISFIABLE,338.2,UNSATISFIABLE,189.92,UNSATISFIABLE,209.27,UNSATISFIABLE,120.3,Selected
c2bfe541b7cff948fa3193e9ca0eddee-frb45-21-2.used-as.sat04-884.out,SATISFIABLE,112.11,SATISFIABLE,875.6,SATISFIABLE,516.91,SATISFIABLE,1072.17,SATISFIABLE,166.67,SATISFIABLE,567.0,Selected
c3e53c353f30d9e2eb54ed93d6ce4f02-x9-09007.sat.sanitized.out,UNSATISFIABLE,39.71,UNSATISFIABLE,33.55,UNSATISFIABLE,37.89,UNSATISFIABLE,36.94,UNSATISFIABLE,37.11,UNSATISFIABLE,36.35,Selected
c5a98231dd54cbca06135293bb7e1985-x9-11053.sat.sanitized.out,SATISFIABLE,514.98,SATISFIABLE,11.32,SATISFIABLE,70.84,SATISFIABLE,69.47,SATISFIABLE,612.76,SATISFIABLE,410.59,Selected
c5ae0ec49de0959cd14431ce851c14f8-Circuit_multiplier22.out,SATISFIABLE,41.69,SATISFIABLE,428.95,SATISFIABLE,542.21,SATISFIABLE,527.53,SATISFIABLE,377.88,SATISFIABLE,1293.84,Selected
c6568fc8805127e876c4c23551bf49fa-x9-10076.sat.sanitized.out,UNSATISFIABLE,132.1,UNSATISFIABLE,110.42,UNSATISFIABLE,136.68,UNSATISFIABLE,133.96,UNSATISFIABLE,117.39,UNSATISFIABLE,120.22,Selected
c69c5163c9087ffe770743bd4cdafcc9-tseitin_d3_n162.sanitized.out,UNKNOWN,3582.98,UNKNOWN,3586.83,UNKNOWN,3584.85,UNKNOWN,3582.26,UNKNOWN,3586.59,UNKNOWN,3586.44,Not Selected
c6e03256680b96b52e3345a497333c2b-hwb-n24-02-S786928571.shuffled-as.sat03-1618.out,UNSATISFIABLE,316.22,UNSATISFIABLE,182.15,UNSATISFIABLE,231.61,UNSATISFIABLE,224.9,UNSATISFIABLE,161.5,UNSATISFIABLE,259.14,Selected
c73edc350cfa8e07af58db50054aea45-noL-11-12.sanitized.out,SATISFIABLE,228.39,SATISFIABLE,222.78,SATISFIABLE,535.71,SATISFIABLE,135.85,SATISFIABLE,707.63,SATISFIABLE,543.48,Selected
c76f3c6c2e2eae85fc5f3d499f3db88d-mp1-blockpuzzle_5x10_s7_free4.out,UNSATISFIABLE,22.5,UNSATISFIABLE,12.33,UNSATISFIABLE,22.35,UNSATISFIABLE,21.73,UNSATISFIABLE,18.69,UNSATISFIABLE,19.04,Selected
c801a020a6c8bc3c287fea495203b114-worker_20_40_20_0.95.out,SATISFIABLE,0.1,SATISFIABLE,0.14,SATISFIABLE,0.11,SATISFIABLE,0.11,SATISFIABLE,0.1,SATISFIABLE,0.1,Not Selected
c82eee3badbc8432dad72d1d575a0ea6-preimage_80r_495m_160h_seed_379.out,SATISFIABLE,2126.38,SATISFIABLE,2951.79,SATISFIABLE,2587.41,SATISFIABLE,765.44,SATISFIABLE,146.35,SATISFIABLE,611.21,Selected
c8b129b9e4835b8a40d5ef0d27a45bef-linked_list_swap_contents_safety_unwind78.out,UNSATISFIABLE,831.7,UNSATISFIABLE,241.58,UNSATISFIABLE,150.37,UNSATISFIABLE,416.99,UNSATISFIABLE,376.61,UNSATISFIABLE,134.63,Selected
